t_ms,t_s,run_name,segment,pwm_us,raw_count,tared_count,force_N,battery_voltage_V,battery_current_A,battery_remaining_pct,battery_age_ms,mavlink_total_packets,mavlink_sys_status_packets,mavlink_bad_frames,phase
29325,29.325,global_1100_1950,125,1950,42849.000,163720.280,3.868715,12.036,,-1,275,530,45,2,prbs
29417,29.417,global_1100_1950,126,1950,49580.000,170451.280,4.027768,12.036,,-1,367,530,45,2,prbs
29514,29.514,global_1100_1950,126,1950,51367.000,172238.280,4.069996,11.52,,-1,1,539,46,2,prbs
29602,29.602,global_1100_1950,127,1100,52192.000,173063.280,4.089490,11.52,,-1,90,542,46,2,prbs
29693,29.693,global_1100_1950,127,1100,42238.000,163109.280,3.854277,11.52,,-1,181,542,46,2,prbs
29786,29.786,global_1100_1950,128,1950,-1724.000,119147.290,2.815454,11.52,,-1,274,542,46,2,prbs
29877,29.877,global_1100_1950,128,1950,-26249.000,94622.290,2.235927,11.52,,-1,365,542,46,2,prbs
29969,29.969,global_1100_1950,129,1100,12961.000,133832.280,3.162460,11.52,,-1,457,542,46,2,prbs
30064,30.064,global_1100_1950,129,1100,29310.000,150181.280,3.548788,11.879,,-1,2,548,47,2,prbs
30153,30.153,global_1100_1950,130,1950,-10075.000,110796.290,2.618119,11.879,,-1,91,548,47,2,prbs
30245,30.245,global_1100_1950,130,1950,-25471.000,95400.290,2.254312,11.879,,-1,183,548,47,2,prbs
30337,30.337,global_1100_1950,131,1100,20127.000,140998.280,3.331793,11.879,,-1,275,548,47,2,prbs
30430,30.430,global_1100_1950,131,1100,30857.000,151728.280,3.585343,11.879,,-1,368,548,47,2,prbs
30525,30.525,global_1100_1950,132,1100,-13858.000,107013.290,2.528727,12.036,,-1,1,557,48,2,prbs
30613,30.613,global_1100_1950,132,1100,-53649.000,67222.290,1.588464,12.036,,-1,89,559,48,2,prbs
30705,30.705,global_1100_1950,133,1100,-75891.000,44980.290,1.062886,12.036,,-1,181,559,48,2,prbs
30797,30.797,global_1100_1950,133,1100,-88663.000,32208.290,0.761083,12.036,,-1,273,559,48,2,prbs
30889,30.889,global_1100_1950,134,1950,-95486.000,25385.290,0.599855,12.036,,-1,365,559,48,2,prbs
30983,30.983,global_1100_1950,134,1950,-74197.000,46674.290,1.102915,12.036,,-1,458,559,48,2,prbs
31076,31.076,global_1100_1950,135,1950,-1228.000,119643.290,2.827174,12.036,,-1,552,566,48,2,prbs
31165,31.165,global_1100_1950,135,1950,40109.000,160980.280,3.803968,12.036,,-1,641,566,48,2,prbs
31257,31.257,global_1100_1950,136,1950,49611.000,170482.280,4.028501,12.036,,-1,733,566,48,2,prbs
31349,31.349,global_1100_1950,136,1950,51848.000,172719.280,4.081362,12.036,,-1,825,566,48,2,prbs
31442,31.442,global_1100_1950,137,1950,52027.000,172898.280,4.085592,12.036,,-1,918,567,48,2,prbs
31538,31.538,global_1100_1950,137,1950,52302.000,173173.280,4.092089,11.528,,-1,1,575,49,2,prbs
31626,31.626,global_1100_1950,138,1950,52823.000,173694.280,4.104400,11.528,,-1,89,577,49,2,prbs
31717,31.717,global_1100_1950,138,1950,51674.000,172545.280,4.077250,11.528,,-1,180,577,49,2,prbs
31810,31.810,global_1100_1950,139,1950,51708.000,172579.280,4.078053,11.528,,-1,273,577,49,2,prbs
31902,31.902,global_1100_1950,139,1950,52523.000,173394.280,4.097312,11.528,,-1,365,577,49,2,prbs
31995,31.995,global_1100_1950,140,1100,52525.000,173396.280,4.097358,11.528,,-1,458,580,49,2,prbs
32087,32.087,global_1100_1950,140,1100,37457.000,158328.280,3.741302,11.528,,-1,550,583,49,2,prbs
32177,32.177,global_1100_1950,141,1100,-10716.000,110155.290,2.602972,11.528,,-1,640,583,49,2,prbs
32269,32.269,global_1100_1950,141,1100,-51626.000,69245.290,1.636268,11.528,,-1,732,583,49,2,prbs
32361,32.361,global_1100_1950,142,1100,-74918.000,45953.290,1.085878,11.528,,-1,824,583,49,2,prbs
32454,32.454,global_1100_1950,142,1100,-87691.000,33180.290,0.784051,11.528,,-1,917,584,49,2,prbs
32549,32.549,global_1100_1950,143,1950,-95212.000,25659.290,0.606330,12.019,,-1,1,592,50,2,prbs
32637,32.637,global_1100_1950,143,1950,-77233.000,43638.290,1.031174,12.019,,-1,89,594,50,2,prbs
32729,32.729,global_1100_1950,144,1950,-5727.000,115144.290,2.720863,12.019,,-1,181,594,50,2,prbs
32821,32.821,global_1100_1950,144,1950,38885.000,159756.280,3.775045,12.019,,-1,273,594,50,2,prbs
32913,32.913,global_1100_1950,145,1950,49628.000,170499.280,4.028902,12.019,,-1,365,594,50,2,prbs
33008,33.008,global_1100_1950,145,1950,51905.000,172776.280,4.082708,12.019,,-1,460,596,50,2,prbs
33098,33.098,global_1100_1950,146,1100,52624.000,173495.280,4.099698,12.019,,-1,550,597,50,2,prbs
33189,33.189,global_1100_1950,146,1100,42554.000,163425.280,3.861744,12.019,,-1,641,597,50,2,prbs
33281,33.281,global_1100_1950,147,1950,-1230.000,119641.290,2.827127,12.019,,-1,733,597,50,2,prbs
33373,33.373,global_1100_1950,147,1950,-27669.000,93202.290,2.202372,12.019,,-1,825,597,50,2,prbs
33466,33.466,global_1100_1950,148,1950,11119.000,131990.280,3.118934,12.019,,-1,918,598,50,2,prbs
33562,33.562,global_1100_1950,148,1950,42258.000,163129.280,3.854750,11.5,,-1,1,607,51,2,prbs
33649,33.649,global_1100_1950,149,1950,49930.000,170801.280,4.036039,11.5,,-1,88,608,51,2,prbs
33741,33.741,global_1100_1950,149,1950,52259.000,173130.280,4.091074,11.5,,-1,180,608,51,2,prbs
33833,33.833,global_1100_1950,150,1100,52595.000,173466.280,4.099013,11.5,,-1,272,608,51,2,prbs
33925,33.925,global_1100_1950,150,1100,37610.000,158481.280,3.744917,11.5,,-1,364,608,51,2,prbs
34021,34.021,global_1100_1950,151,1950,-9703.000,111168.290,2.626910,11.5,,-1,460,614,51,2,prbs
34110,34.110,global_1100_1950,151,1950,-24611.000,96260.290,2.274633,11.5,,-1,549,614,51,2,prbs
34201,34.201,global_1100_1950,152,1100,18342.000,139213.280,3.289614,11.5,,-1,640,614,51,2,prbs
34294,34.294,global_1100_1950,152,1100,31625.000,152496.280,3.603491,11.5,,-1,733,614,51,2,prbs
34386,34.386,global_1100_1950,153,1100,-8250.000,112621.290,2.661244,11.5,,-1,825,614,51,2,prbs
34480,34.480,global_1100_1950,153,1100,-49917.000,70954.290,1.676652,11.5,,-1,918,616,51,2,prbs
34573,34.573,global_1100_1950,154,1950,-72511.000,48360.290,1.142755,12.029,,-1,2,626,52,2,prbs
34661,34.661,global_1100_1950,154,1950,-60606.000,60265.290,1.424070,12.029,,-1,90,626,52,2,prbs
34753,34.753,global_1100_1950,155,1950,3830.000,124701.290,2.946695,12.029,,-1,182,626,52,2,prbs
34845,34.845,global_1100_1950,155,1950,40531.000,161402.280,3.813940,12.029,,-1,274,626,52,2,prbs
34937,34.937,global_1100_1950,156,1100,47791.000,168662.280,3.985494,12.029,,-1,366,626,52,2,prbs
35033,35.033,global_1100_1950,156,1100,39736.000,160607.280,3.795154,11.979,,-1,2,632,53,2,prbs
35121,35.121,global_1100_1950,157,1100,-2991.000,117880.290,2.785514,11.979,,-1,90,632,53,2,prbs
35213,35.213,global_1100_1950,157,1100,-46973.000,73898.290,1.746219,11.979,,-1,182,632,53,2,prbs
35305,35.305,global_1100_1950,158,1100,-72442.000,48429.290,1.144385,11.979,,-1,274,632,53,2,prbs
35398,35.398,global_1100_1950,158,1100,-86212.000,34659.290,0.819000,11.979,,-1,367,632,53,2,prbs
35491,35.491,global_1100_1950,159,1950,-93681.000,27190.290,0.642507,11.979,,-1,460,636,53,2,prbs
35584,35.584,global_1100_1950,159,1950,-73063.000,47808.290,1.129711,11.333,,-1,2,644,54,2,prbs
35673,35.673,global_1100_1950,160,1950,-397.000,120474.290,2.846811,11.333,,-1,91,644,54,2,prbs
35765,35.765,global_1100_1950,160,1950,40650.000,161521.280,3.816752,11.333,,-1,183,644,54,2,prbs
35857,35.857,global_1100_1950,161,1950,50050.000,170921.280,4.038874,11.333,,-1,275,644,54,2,prbs
35949,35.949,global_1100_1950,161,1950,52739.000,173610.280,4.102416,11.333,,-1,367,644,54,2,prbs
36044,36.044,global_1100_1950,162,1100,53410.000,174281.280,4.118272,11.521,,-1,2,650,55,2,prbs
36134,36.134,global_1100_1950,162,1100,41180.000,162051.280,3.829276,11.521,,-1,92,650,55,2,prbs
36225,36.225,global_1100_1950,163,1950,-3333.000,117538.290,2.777433,11.521,,-1,183,650,55,2,prbs
36317,36.317,global_1100_1950,163,1950,-26158.000,94713.290,2.238078,11.521,,-1,275,650,55,2,prbs
36409,36.409,global_1100_1950,164,1100,14110.000,134981.280,3.189612,11.521,,-1,367,650,55,2,prbs
36505,36.505,global_1100_1950,164,1100,29134.000,150005.280,3.544629,11.521,,-1,463,656,55,2,prbs
36595,36.595,global_1100_1950,165,1950,-10897.000,109974.290,2.598696,12.016,,-1,84,662,56,2,prbs
36685,36.685,global_1100_1950,165,1950,-27317.000,93554.290,2.210690,12.016,,-1,174,662,56,2,prbs
36777,36.777,global_1100_1950,166,1950,16562.000,137433.280,3.247552,12.016,,-1,266,662,56,2,prbs
36869,36.869,global_1100_1950,166,1950,44053.000,164924.280,3.897165,12.016,,-1,358,662,56,2,prbs
36961,36.961,global_1100_1950,167,1100,50501.000,171372.280,4.049532,12.016,,-1,450,662,56,2,prbs
37056,37.056,global_1100_1950,167,1100,41785.000,162656.280,3.843572,11.862,,-1,2,668,57,2,prbs
37145,37.145,global_1100_1950,168,1950,-3424.000,117447.290,2.775283,11.862,,-1,91,668,57,2,prbs
37237,37.237,global_1100_1950,168,1950,-28369.000,92502.290,2.185832,11.862,,-1,183,668,57,2,prbs
37329,37.329,global_1100_1950,169,1100,12166.000,133037.280,3.143675,11.862,,-1,275,668,57,2,prbs
37421,37.421,global_1100_1950,169,1100,29351.000,150222.280,3.549756,11.862,,-1,367,668,57,2,prbs
37517,37.517,global_1100_1950,170,1950,-10437.000,110434.290,2.609565,11.658,,-1,1,677,58,2,prbs
37605,37.605,global_1100_1950,170,1950,-27060.000,93811.290,2.216763,11.658,,-1,89,678,58,2,prbs
37697,37.697,global_1100_1950,171,1950,15928.000,136799.280,3.232571,11.658,,-1,181,678,58,2,prbs
37789,37.789,global_1100_1950,171,1950,43370.000,164241.280,3.881026,11.658,,-1,273,678,58,2,prbs
37881,37.881,global_1100_1950,172,1100,50408.000,171279.280,4.047334,11.658,,-1,365,678,58,2,prbs
37973,37.973,global_1100_1950,172,1100,40751.000,161622.280,3.819139,11.658,,-1,457,678,58,2,prbs
38068,38.068,global_1100_1950,173,1950,-3420.000,117451.290,2.775377,11.658,,-1,552,684,58,2,prbs
38157,38.157,global_1100_1950,173,1950,-27408.000,93463.290,2.208540,11.658,,-1,641,684,58,2,prbs
38249,38.249,global_1100_1950,174,1950,13338.000,134209.280,3.171369,11.658,,-1,733,684,58,2,prbs
38341,38.341,global_1100_1950,174,1950,42715.000,163586.280,3.865548,11.658,,-1,825,684,58,2,prbs
38434,38.434,global_1100_1950,175,1100,49079.000,169950.280,4.015930,11.658,,-1,918,685,58,2,prbs
38530,38.530,global_1100_1950,175,1100,36752.000,157623.280,3.724642,12.01,,-1,1,693,59,2,prbs
38617,38.617,global_1100_1950,176,1100,-10921.000,109950.290,2.598128,12.01,,-1,88,695,59,2,prbs
38709,38.709,global_1100_1950,176,1100,-52557.000,68314.290,1.614269,12.01,,-1,180,695,59,2,prbs
38801,38.801,global_1100_1950,177,1100,-75219.000,45652.290,1.078765,12.01,,-1,272,695,59,2,prbs
38893,38.893,global_1100_1950,177,1100,-87720.000,33151.290,0.783366,12.01,,-1,364,695,59,2,prbs
38986,38.986,global_1100_1950,178,1950,-94787.000,26084.290,0.616372,12.01,,-1,457,696,59,3,prbs
39079,39.079,global_1100_1950,178,1950,-76244.000,44627.290,1.054544,12.01,,-1,550,701,59,3,prbs
39169,39.169,global_1100_1950,179,1950,-5165.000,115706.290,2.734143,12.01,,-1,640,701,59,3,prbs
39261,39.261,global_1100_1950,179,1950,38568.000,159439.280,3.767554,12.01,,-1,732,701,59,3,prbs
39353,39.353,global_1100_1950,180,1100,48705.000,169576.280,4.007092,12.01,,-1,824,701,59,3,prbs
39446,39.446,global_1100_1950,180,1100,36208.000,157079.280,3.711788,12.01,,-1,916,702,59,3,prbs
39541,39.541,global_1100_1950,181,1100,-10715.000,110156.290,2.602996,12.006,,-1,1,710,60,3,prbs
39629,39.629,global_1100_1950,181,1100,-51630.000,69241.290,1.636174,12.006,,-1,89,712,60,3,prbs
39721,39.721,global_1100_1950,182,1950,-74059.000,46812.290,1.106176,12.006,,-1,181,712,60,3,prbs
39813,39.813,global_1100_1950,182,1950,-66120.000,54751.290,1.293774,12.006,,-1,273,712,60,3,prbs
39905,39.905,global_1100_1950,183,1100,-2832.000,118039.290,2.789272,12.006,,-1,365,712,60,3,prbs
39999,39.999,global_1100_1950,183,1100,26613.000,147484.280,3.485058,12.006,,-1,459,715,60,3,prbs
40090,40.090,global_1100_1950,184,1100,-10447.000,110424.290,2.609329,12.006,,-1,549,718,60,3,prbs
40181,40.181,global_1100_1950,184,1100,-51251.000,69620.290,1.645129,12.006,,-1,641,718,60,3,prbs
40273,40.273,global_1100_1950,185,1950,-72971.000,47900.290,1.131885,12.006,,-1,733,718,60,3,prbs
40365,40.365,global_1100_1950,185,1950,-58751.000,62120.290,1.467904,12.006,,-1,825,718,60,3,prbs
40458,40.458,global_1100_1950,186,1100,5886.000,126757.290,2.995278,12.006,,-1,917,719,60,3,prbs
40553,40.553,global_1100_1950,186,1100,24774.000,145645.280,3.441602,11.954,,-1,1,727,61,3,prbs
40641,40.641,global_1100_1950,187,1100,-16799.000,104072.290,2.459231,11.954,,-1,89,729,61,3,prbs
40733,40.733,global_1100_1950,187,1100,-55289.000,65582.290,1.549711,11.954,,-1,181,729,61,3,prbs
40825,40.825,global_1100_1950,188,1950,-76080.000,44791.290,1.058419,11.954,,-1,273,729,61,3,prbs
40917,40.917,global_1100_1950,188,1950,-65256.000,55615.290,1.314191,11.954,,-1,365,729,61,3,prbs
41012,41.012,global_1100_1950,189,1950,-266.000,120605.290,2.849906,11.954,,-1,460,735,61,3,prbs
41101,41.101,global_1100_1950,189,1950,39176.000,160047.280,3.781922,11.954,,-1,549,736,61,3,prbs
41193,41.193,global_1100_1950,190,1950,47868.000,168739.280,3.987314,11.954,,-1,641,736,61,3,prbs
41285,41.285,global_1100_1950,190,1950,50543.000,171414.280,4.050524,11.954,,-1,733,736,61,3,prbs
41377,41.377,global_1100_1950,191,1950,51547.000,172418.280,4.074249,11.954,,-1,825,736,61,3,prbs
41469,41.469,global_1100_1950,191,1950,51448.000,172319.280,4.071910,11.954,,-1,917,737,61,3,prbs
41566,41.566,global_1100_1950,192,1950,51974.000,172845.280,4.084338,11.506,,-1,2,747,62,3,prbs
41653,41.653,global_1100_1950,192,1950,53574.000,174445.280,4.122146,11.506,,-1,89,748,62,3,prbs
41745,41.745,global_1100_1950,193,1950,54165.000,175036.280,4.136112,11.506,,-1,181,748,62,3,prbs
41837,41.837,global_1100_1950,193,1950,52337.000,173208.280,4.092916,11.506,,-1,273,748,62,3,prbs
41929,41.929,global_1100_1950,194,1100,51857.000,172728.280,4.081574,11.506,,-1,365,748,62,3,prbs
42024,42.024,global_1100_1950,194,1100,39022.000,159893.280,3.778283,12.005,,-1,2,754,63,3,prbs
42113,42.113,global_1100_1950,195,1950,-7901.000,112970.290,2.669491,12.005,,-1,91,754,63,3,prbs
